"lon","lat"
150.7708274,-33.7589212
-164.6152778,62.6888889
-149.9002778,61.2180556
-149.9002778,61.2180556
-145.3052778,61.955
-149.4394444,61.5813889
-150.2313889,62.3166667
-114.4667774,36.5679822
-151.0583332,60.4877778
-92.8258089,34.3692858
-158.4575,59.0397222
-157.0138889,58.7283333
-147.7163889,64.8377778
-147.7163889,64.8377778
-147.3494444,64.7511111
-90.4290168,42.4166744
-90.4290168,42.4166744
-97.3714652,48.2916547
-165.4063889,64.5011111
-145.2513402,66.56735
-97.3516558,32.7732044
-88.2607188,30.4069515
-88.2383363,30.3829771
-88.2383363,30.3829771
-1.2577263,51.7520209
-86.6294262,32.8387371
-88.343376,37.733936
-87.4938708,31.0237921
-74.3365534,44.2545023
-117.7237627,33.5291274
-85.3782795,32.6454116
-86.5861037,34.7303688
-86.5861037,34.7303688
-79.9414266,37.2709704
-85.0007653,32.4709761
-70.8967155,42.51954
-87.7922362,33.2562293
-91.3848749,40.550042
-94.1185366,36.3320196
-94.1185366,36.3320196
-94.1185366,36.3320196
-95.7507815,30.2093794
-94.348268,35.436756
-94.348268,35.436756
-92.4129303,33.8137161
-90.08129,29.932376
-90.08129,29.932376
-78.1633341,39.1856597
-92.4421011,35.0886963
-92.4421011,35.0886963
-99.3340442,34.637765
-99.3340442,34.637765
-93.0551795,34.5037004
-106.9561791,44.7971939
-90.4973286,36.0584021
-86.7816016,36.1626638
-91.8415363,36.1536795
-92.0031955,34.2284312
-92.0031955,34.2284312
-102.6207496,38.0872307
-91.8998611,34.7839795
-91.8998611,34.7839795
-92.0165336,34.974532
-94.0476882,33.425125
-100.8881993,34.9378289
9.1401481,47.1491923
-90.5073285,35.6736895
-72.5963431,42.3732554
-72.5963431,42.3732554
-92.9365581,35.2464719
-92.2670941,34.769536
-92.2895948,34.7464809
-92.2895948,34.7464809
-74.2765366,40.8398218
-94.3985475,35.3859242
-94.3985475,35.3859242
-94.3985475,35.3859242
-94.3985475,35.3859242
-94.3985475,35.3859242
-94.3985475,35.3859242
-91.8795856,35.0706423
-111.8314724,33.4151843
-111.9400054,33.4255104
-112.7301882,33.9697664
-114.5285981,35.1359386
-93.3600034,44.9917149
-110.955646,31.9575818
-114.6276916,32.6926512
-122.2416355,37.7652065
-89.437921,43.190526
-121.9616274,38.0290872
-122.0310733,37.9779776
-122.1341321,38.0193657
-120.5865935,38.7612923
-119.9771868,38.939926
-119.3137301,36.624394
-119.3137301,36.624394
-119.3137301,36.624394
-119.3137301,36.624394
-115.5630514,32.792
-115.4988834,32.6789476
-119.5604015,36.098007
-118.1937395,33.7700504
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.6089752,34.165357
-118.6089752,34.165357
-118.6089752,34.165357
-118.6089752,34.165357
-118.6089752,34.165357
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.2436849,34.0522342
-118.1445155,34.1477849
-118.1445155,34.1477849
-77.3063733,38.8462236
-123.2077831,39.1501709
-120.609084,37.3477174
-120.4829677,37.3021632
-121.8946761,36.6002378
-117.3961564,33.9533487
-117.3961564,33.9533487
-117.3961564,33.9533487
-121.2810611,38.7071247
-122.494897,48.755304
-117.3136547,34.0739016
-117.2897652,34.1083449
-117.3794834,33.1958696
-117.1610838,32.715738
-122.4194155,37.7749295
-122.4194155,37.7749295
-122.6664251,38.29975
-122.7140548,38.440429
-119.1770516,34.1975048
-118.8375937,34.1705609
-121.4177419,39.3118348
-121.5913547,39.1457253
-105.8700214,37.4694491
-80.0884774,26.6116119
-80.0884774,26.6116119
-105.0874842,39.8027644
-95.4346238,29.7303278
-105.084423,40.5852602
-107.5464541,40.5152491
-107.8761738,38.4783198
-104.6091409,38.2544472
-104.6091409,38.2544472
-72.7795419,41.6612104
-72.7795419,41.6612104
-72.7228293,41.6972996
-72.6596244,41.7063537
-73.4540111,41.394817
-73.2612615,41.1408363
-73.4081575,41.117744
-72.0995209,41.3556539
-120.7401386,47.7510741
-120.7401386,47.7510741
-120.7401386,47.7510741
-120.7401386,47.7510741
-75.5243682,39.158168
-81.655651,30.3321838
-81.655651,30.3321838
-81.655651,30.3321838
-81.655651,30.3321838
-81.655651,30.3321838
-81.655651,30.3321838
-81.655651,30.3321838
-81.655651,30.3321838
-81.655651,30.3321838
-81.655651,30.3321838
-81.655651,30.3321838
-81.655651,30.3321838
-82.382593,27.8536365
-82.4571776,27.950575
-82.1496049,27.8187623
-82.4331495,27.7208633
-82.4571776,27.950575
-82.7873244,27.9094665
30.3350986,59.9342802
30.3350986,59.9342802
30.3350986,59.9342802
30.3350986,59.9342802
-82.6995443,27.8428025
30.3350986,59.9342802
30.3350986,59.9342802
-82.7873244,27.9094665
-81.6178536,28.1141841
-81.6178536,28.1141841
-90.5776367,41.5236437
-81.3641024,41.6383625
-80.0533746,26.7153424
-80.0533746,26.7153424
-80.6675577,26.6845104
-81.3792365,28.5383355
-88.7319979,37.1511655
-81.3792365,28.5383355
-88.7319979,37.1511655
-81.0558894,29.2858129
-81.3289397,28.8713443
-80.9956105,29.1383165
-87.2169149,30.421309
-87.2169149,30.421309
-87.2169149,30.421309
-36.7819505,-7.2399609
-80.3035602,25.9860762
-80.2521157,26.0764783
-80.2521157,26.0764783
-80.0997657,26.3184123
-84.2807329,30.4382559
-84.2807329,30.4382559
-84.2807329,30.4382559
-84.2807329,30.4382559
-82.0508292,29.2009881
-120.2531378,36.6487466
-82.2359254,27.044224
12.3155151,45.4408474
-81.269453,28.8028612
-81.3081226,28.6988853
-78.3961973,37.2971798
-81.8723084,26.640628
-81.8800861,26.6672935
-81.8800861,26.6672935
-81.8723084,26.640628
-80.8075537,28.6122187
-80.8075537,28.6122187
-81.3124341,29.9012437
-81.407571,28.2919557
-102.375557,31.848092
-82.727087,28.246525
-84.665075,43.370622
-82.6392899,30.1896756
-86.4957833,30.3935337
-86.482172,30.5168639
-86.482172,30.5168639
-82.1098275,29.9441298
-82.6151001,28.7813722
-81.4384092,26.7617322
-85.538541,30.7818584
-85.6796533,30.7918559
-83.1251306,29.6343977
-81.2078699,29.5844524
-83.6324022,32.8406946
-84.9191081,33.732052
-84.9191081,33.732052
-84.9191081,33.732052
-84.9191081,33.732052
-85.2860676,34.9831309
-81.0998342,32.0835407
-81.0998342,32.0835407
-81.0998342,32.0835407
-81.378447,40.7989473
23.7275388,37.9838096
-72.016756,42.799814
-84.683824,33.8595491
27.1389082,38.418434
-83.7888387,31.1799407
-83.7823938,31.9635074
-122.5210008,47.6248791
-73.7562317,42.6525793
-73.7562317,42.6525793
-84.5963432,33.3968557
12.4963655,41.9027835
12.4963655,41.9027835
-84.1401926,34.2073196
-84.4277001,33.6407282
-84.4277001,33.6407282
-104.5230242,33.3942655
-85.4951663,32.5933574
-84.1429719,33.8901036
-82.3248262,29.6516344
-84.7382609,32.683469
-85.661387,38.286454
-83.607683,32.4959812
-83.624201,32.6130007
-83.624201,32.6130007
-82.8718084,32.548222
-77.5636015,39.1156615
-84.6610372,32.5326403
-82.9987942,39.9611755
-82.9987942,39.9611755
-82.2420661,31.3060513
-82.2420661,31.3060513
-82.0967857,33.3140311
-82.0105148,33.4734978
-82.0105148,33.4734978
-84.0176904,33.6676103
-84.7990901,32.0509895
-84.2326876,32.0723861
-85.0322444,33.0362218
-85.0322444,33.0362218
-82.3540178,31.2135511
-82.027895,31.6660432
-81.6943605,41.49932
-81.6943605,41.49932
-73.7562317,42.6525793
-157.9733333,21.3972222
-157.9733333,21.3972222
-157.8583333,21.3069444
-84.1593818,39.6283928
-81.6745517,36.216795
-90.8504116,42.4491375
-90.6645718,42.5005583
-73.2612615,41.1408363
-91.693232,41.8458406
-91.6656232,41.9778795
-91.6656232,41.9778795
-96.0972376,42.0266548
-93.6091064,41.6005448
-93.6091064,41.6005448
-93.6091064,41.6005448
-95.8608333,41.2619444
-95.8608333,41.2619444
-92.7201302,41.7490571
-92.4083022,41.0160293
-96.4003069,42.4999942
-96.4003069,42.4999942
-116.2146068,43.6187102
-116.2146068,43.6187102
-112.4455344,42.8713032
-112.3449773,43.1904709
-116.7804664,47.6776832
-113.8932526,46.8789224
-88.8442674,42.2639098
-90.1567944,42.0944671
-90.4242916,40.0175483
-93.1968704,39.1230777
-89.3725796,38.6103264
-88.3728255,39.4830897
-87.8833991,42.0333623
-87.9806265,42.0883603
-88.1227199,42.0629915
-87.9372908,42.0664167
-88.0683955,41.6986416
-87.5294871,41.6155909
-84.5555347,42.732535
-96.9944489,32.482361
-87.6744891,41.4914236
-87.6744891,41.4914236
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-76.8983059,38.7651145
-87.9400657,41.9550296
-88.0078435,41.8800296
-87.9889543,41.8897519
-75.8524214,40.6262044
-92.586828,34.5645371
-77.571382,40.5992395
-78.8111427,41.6628394
-74.5463282,40.8336038
-77.0861753,38.707982
-77.0861753,38.707982
-73.9492079,40.7762231
-96.6988856,33.0198431
-81.412587,40.9173083
-87.8328505,42.4461322
-87.8447938,42.3636331
-89.953157,38.8114364
-89.983158,38.7483814
-89.983158,38.7483814
-89.983158,38.7483814
-89.983158,38.7483814
-89.4012302,43.0730517
-89.5736984,38.998935
-81.0348144,34.0007104
-122.989827,45.5228939
-89.5889864,40.6936488
-89.5889864,40.6936488
-89.5889864,40.6936488
-89.3820321,38.0803286
-88.7319979,37.1511655
-88.4381029,37.8136583
-72.5815724,42.1072647
-72.5815724,42.1072647
-72.5815724,42.1072647
-72.5815724,42.1072647
-88.9845172,39.2203197
-90.1506465,38.624514
-84.5173035,39.109221
-89.640658,40.5675388
-88.0817251,41.525031
-85.6591442,40.5583739
-84.2963123,33.7748275
-85.1393513,41.079273
-72.9278835,41.308274
-120.7401386,47.7510741
-120.7401386,47.7510741
-120.7401386,47.7510741
-120.7401386,47.7510741
-120.7401386,47.7510741
-120.7401386,47.7510741
-120.7401386,47.7510741
-120.7401386,47.7510741
-120.7401386,47.7510741
-74.6514481,40.3439888
-86.7561147,39.0833795
-86.5263857,39.165325
-80.8100724,35.5848596
-84.7530304,42.243097
-77.4019267,37.2279279
-78.1633341,39.1856597
-86.2519898,41.6763545
-85.7831323,39.6949203
17.873887,-11.202692
-92.0198427,30.2240897
-87.5710898,37.9715592
-89.640658,40.5675388
-98.580361,37.2811339
-2.967601,50.92902
-99.3267702,38.8791783
-73.6342954,40.7267682
-100.0170787,37.7527982
-94.8191285,38.8813958
-95.2610838,37.3403384
-94.4155068,39.0911161
-95.4572034,37.6792135
-72.8633635,41.6757457
-97.330053,37.6871761
-97.330053,37.6871761
-97.330053,37.6871761
-97.330053,37.6871761
-73.0889973,41.3206523
-95.6890185,39.0558235
-95.6890185,39.0558235
-95.6890185,39.0558235
-95.6890185,39.0558235
-95.6890185,39.0558235
-95.6890185,39.0558235
-95.6890185,39.0558235
-94.5785667,39.0997265
-94.5785667,39.0997265
-94.5785667,39.0997265
-81.0348144,34.0007104
-4.251806,55.864237
-87.1111676,37.7719074
-87.1111676,37.7719074
-84.5037164,38.0405837
-84.5037164,38.0405837
-81.4392828,41.5519952
,
-87.4988882,37.3281005
-85.7584557,38.2526647
-85.7584557,38.2526647
-85.7584557,38.2526647
-85.7584557,38.2526647
-85.7584557,38.2526647
-82.8071054,37.8145384
-80.0110497,39.2044908
-80.0110497,39.2044908
-82.5145752,32.6923836
-82.6309892,37.1734372
-84.6585555,37.2784114
-97.1466695,31.549333
-97.1466695,31.549333
-83.9979834,37.430364
-83.4326841,38.1839705
-77.0722585,38.9076089
-97.3625172,32.5790251
-97.3625172,32.5790251
-92.049012,31.0579664
-93.7501789,32.5251516
-92.2715157,30.6879749
-90.1084073,29.6668793
-90.1003506,29.8993723
-92.0198427,30.2240897
-92.0198427,30.2240897
-90.3381361,29.5427168
-97.3152701,30.1104947
-92.1476353,32.5184775
-92.081509,30.5335302
-92.081509,30.5335302
-121.129656,37.4716001
-74.0218063,41.0589855
-90.4414762,30.4388041
-85.6447492,42.8694731
-78.7189149,35.8906806
-121.9131761,37.2456333
-69.9740361,41.8299634
-73.2453824,42.4500845
-71.2856082,41.9445441
-70.9036487,41.6376043
-70.934205,41.6362152
-70.934205,41.6362152
-71.3565439,41.9695516
-75.0760137,38.7209454
-71.0772796,42.7762015
-70.9494938,42.466763
-70.9494938,42.466763
-72.6162009,42.2042586
-72.5828642,42.0501022
-86.1274888,40.0428151
0.121817,52.205337
0.121817,52.205337
-105.0166498,39.613321
-71.3161718,42.6334247
-71.5522874,42.3459271
-71.0994968,42.3875968
-71.3614484,42.3625953
-70.9750541,41.9903519
-71.0588801,42.3600825
-88.1064787,43.0605671
-71.998133,42.5750883
-74.6514481,40.3439888
-71.7128471,42.2959267
-95.144318,43.1450748
-0.479611,51.5485
-78.7625185,39.6528654
-78.7625185,39.6528654
-78.7625185,39.6528654
-76.8294213,39.4695489
-76.0627266,39.6978871
-76.373595,39.6896661
-77.0074765,38.9778882
-76.8894171,38.8576128
-76.8966397,38.9340002
-76.8755282,39.0045544
-75.1111938,39.9279293
-76.9897278,38.8033178
-82.7873244,27.9094665
-77.748882,39.4575994
-77.7199932,39.6417629
-76.6121893,39.2903848
-76.6246886,39.1626084
-76.4921829,38.9784453
-76.7002462,39.0839981
-76.7002462,39.0839981
-76.7002462,39.0839981
-76.6121893,39.2903848
-76.6121893,39.2903848
-76.6121893,39.2903848
-76.6121893,39.2903848
-76.6121893,39.2903848
-76.6121893,39.2903848
-76.6121893,39.2903848
-67.8339004,46.7722294
8.8016937,53.0792962
-81.378447,40.7989473
-70.5508829,44.5536606
-70.5508829,44.5536606
-68.7904626,44.7202096
-108.5506486,39.0638705
-117.1817377,46.7297771
-88.214014,46.873261
-83.8419193,43.6153004
-86.4541894,42.1167065
-85.1797142,42.3211522
-85.1797142,42.3211522
-84.7147512,44.6614039
-85.5358994,44.5847251
-78.2934468,43.9491784
-84.5555347,42.732535
-85.5872286,42.2917069
-85.2101269,44.731613
21.824312,39.074208
21.824312,39.074208
-85.6447492,42.8694731
-85.7100393,43.1608578
-84.1899442,42.0061554
-74.2082671,40.1645785
-83.8126484,39.7495714
-121.2880059,38.7521235
-85.9439718,44.5202794
-85.9439718,44.5202794
-85.9439718,44.5202794
-86.4525831,43.9552825
-74.9429448,40.3659394
-83.3977101,41.9164343
-82.3940104,34.8526176
-86.1853474,43.2756927
-85.771997,43.5502974
-95.6725227,35.8143335
-95.6725227,35.8143335
-83.4754913,42.48059
-83.2910468,42.6389216
-78.4838952,34.6404489
-73.9936198,40.7282035
5.291266,52.132633
-8.2681621,53.7592604
-83.9508068,43.4194699
-82.5918153,42.6107495
-89.8973084,35.3414744
-84.2963123,33.7748275
-83.0457538,42.331427
-83.0457538,42.331427
-83.0457538,42.331427
-83.0457538,42.331427
-83.0457538,42.331427
-83.3099303,42.2942045
-87.6513043,41.9214378
-83.3527097,42.36837
-83.2696509,42.240872
-83.2696509,42.240872
-83.2696509,42.240872
-83.2696509,42.240872
-92.9874404,45.3980205
-74.1409771,41.0573188
-93.3871758,45.1977428
-94.8858492,47.4875361
-94.4593018,44.3144394
-92.7666667,46.4513889
6.9602786,50.937531
-92.8479921,45.3894083
-94.2886089,46.5205224
-93.24272,44.6496868
-93.9878427,43.9505132
-93.9878427,43.9505132
-93.4557877,45.0724642
-93.4687489,44.9211836
-86.5263857,39.165325
-93.2650108,44.977753
-93.2650108,44.977753
-94.8799994,44.9435732
-94.9400088,45.2330198
17.7340438,46.8302679
17.7340438,46.8302679
,
-94.7268677,43.6546148
-96.0777887,46.2835212
-93.1471667,45.0791325
-93.0899578,44.9537029
-93.0899578,44.9537029
-93.268827,44.2949636
-93.0877196,45.0269101
-92.6040753,47.3715978
-116.6865435,43.6779581
-92.5399063,47.4624279
-94.1632404,45.5579451
-90.4974359,38.7881062
-95.9855862,44.5588502
-94.846681,39.7674578
-90.392888,36.7569994
-90.392888,36.7569994
-121.27661,37.8227046
-72.5815724,42.1072647
-72.5815724,42.1072647
-72.5815724,42.1072647
-74.7429384,40.2170534
-94.5785667,39.0997265
-94.5785667,39.0997265
-94.5785667,39.0997265
-94.5785667,39.0997265
-94.5785667,39.0997265
10.3329494,36.8625853
-90.3776187,38.4328317
-87.6835974,30.4065868
-86.5861037,34.7303688
-77.4360481,37.5407246
-90.3709489,38.7714396
-90.322614,38.789217
-90.322614,38.789217
-90.322614,38.789217
-89.9578688,36.7958866
-93.2185144,36.6436731
-95.3698028,29.7604267
-92.2634942,37.1306078
-97.6322639,35.5186678
-105.2210997,39.755543
-89.3489641,33.9920552
-88.6994851,31.8601554
-90.5709323,34.2001086
-97.445604,35.435863
-88.5900235,30.9251869
-88.5900235,30.9251869
-89.3761587,30.2868632
-90.1848103,32.2987573
-88.6116854,30.385755
-89.2903392,31.3271189
-89.2903392,31.3271189
-116.3915131,43.6121087
-78.4531994,38.0086043
-95.4696578,44.2230691
-88.6817201,34.3764923
-86.1066526,39.6136578
-81.378447,40.7989473
-90.1420331,31.1160119
-89.6906396,34.8723179
-88.488099,33.9842768
-75.1652215,39.9525839
-75.1652215,39.9525839
-75.1652215,39.9525839
-75.1652215,39.9525839
-74.2631635,40.6975898
-90.4531535,31.2437872
-93.9215909,35.140093
-93.9215909,35.140093
11.2558136,43.7695604
-80.7797935,37.0478982
-79.2451149,41.5341012
-80.7797935,37.0478982
-90.6773046,33.526164
-90.6773046,33.526164
-93.2777226,44.7677424
-88.1900415,34.8117565
-88.1900415,34.8117565
-90.877882,32.3526456
-82.3940104,34.8526176
-82.3940104,34.8526176
-78.8894682,38.0684692
-108.5006904,45.7832856
-108.5006904,45.7832856
-113.996586,46.8787176
-113.996586,46.8787176
-114.3168131,48.1919889
-105.8405582,46.4083362
-73.212072,44.4758825
-73.212072,44.4758825
-73.212072,44.4758825
-74.6668985,40.3478304
-74.6668985,40.3478304
-121.8444025,37.217404
-78.426672,33.8943393
-122.9419708,40.7309778
-121.968742,48.0839895
-97.7558562,30.2468497
-81.5356463,35.2923513
-77.0441143,35.108493
-78.9453056,34.9704419
-78.9453056,34.9704419
-78.8783585,35.0526641
-77.9622069,34.9623883
-78.898619,35.9940329
-77.7905339,35.9382103
-77.7905339,35.9382103
-80.0736533,36.1198588
-80.244216,36.0998596
-80.244216,36.0998596
